Code,Innovation Name,Spatial Scale,Indicator Number,Indicator Name,Description,Metric,Category,slope_log,slope_exp,slope_lin,log_t0,log_Dt,log_K,exp_a,exp_c,lin_intercept,log_r2,log_r2adj,log_rmse,log_mae,exp_r2,exp_r2adj,exp_rmse,exp_mae,lin_r2,lin_r2adj,lin_rmse,lin_mae,n_data_points,n_non_zero_data_points,max_over_K,min_over_K,range_over_k,length_trimmed_series_years,n_data_points_beyond_max,n_data_points_beyond_min,suspected_reversal_up2down,suspected_reversal_down2up,at_least_one_big_jump,autocorr_l1,all_values_less_than_or_equal_to_1,all_values_less_than_or_equal_to_100,C1_R2,C2_threshold_non_zero_value_years,C3_pct_non_zero,C4_less_than_250_jump_in_second_half,C4_less_than_80_fall_in_second_half,C4_combined_less_than_80_fall_and_250_jump_in_second_half,C5_volatility_autocorrelation_lag1_threshold_0.7,C6_{K_COVERAGE_THRESHOLD}_of_k_covered_by_data,C7_lin_r2,use_log,use_lin, GN scoring ,GN comments,CW scoring,Category_letters
ebi_net_3.5Mar_d126_m008,e-bikes,The Netherlands,3.5,Market Formation,NewStartups,# companies,b8,-0.01644,0.0036466,0.028854,4133.6,-267.31,0.86667,1554.8,1.5748e+05,-56.899,-2.931e-14,-0.073171,1.1075,0.84741,-0.61232,-0.6891,1.4063,0.86667,0.11447,0.072306,1.0422,0.82083,45,23,4.6154,1.1538,3.4615,41,13,40,1,0,1,0.49438,0,1,n,y,y,m,m,m,m,y,m,n,m,,,,b
ebi_net_3.5Mar_d171_m011,e-bikes,The Netherlands,3.5,Market Formation,PrivateEquityDeals,# deals,b8,0.20824,0.091223,0.063768,2014.9,21.103,3.2376,6.4815,2031.8,-126.93,0.58932,0.55927,0.76901,0.45707,0.55515,0.53397,0.80036,0.50601,0.47629,0.45135,0.86841,0.6275,45,17,1.5443,0.30887,1.2355,21,7,20,1,0,1,0.68539,0,1,m,y,y,m,m,m,m,y,y,m,m,,,,b
ebi_net_3.5Mar_d175_m027,e-bikes,The Netherlands,3.5,Market Formation,PrivateEquityInvestment,$ million,b8,0.19836,0.080759,0.69507,2013.6,22.154,32.7,10.771,2010.4,-1383.3,0.19854,0.13989,19.842,10,0.17916,0.14008,20.081,10.876,0.16587,0.12615,20.243,11.479,45,14,4.0204,0.046352,3.974,20,2,0,1,0,1,0.36495,0,0,n,y,y,m,m,m,m,y,m,n,m,,,,b
ebi_net_3.5Mar_d200_m027,e-bikes,The Netherlands,3.5,Market Formation,TotalFundraisingAmount,$ million,b8,32.959,0.065716,2.7811,2016.1,0.13333,149.7,0.89177,1950.3,-5534.8,0.14766,0.085289,129.31,41.989,0.06162,0.016936,135.68,47.116,0.066502,0.022049,135.32,49.165,45,18,6.3061,0.018695,6.2874,21,6,19,1,0,1,0.034297,0,0,n,y,y,m,m,m,m,y,m,n,m,,,,b
ebi_net_3.5Mar_d204_m011,e-bikes,The Netherlands,3.5,Market Formation,TotalFundraisingDeals,# deals,b8,0.36193,0.016913,0.16838,2016.1,12.142,8.9482,1551.8,1.5778e+05,-335.21,0.70605,0.68454,1.6923,0.97895,-0.36619,-0.43125,3.6484,1.8889,0.4908,0.46655,2.2274,1.6459,45,25,1.4528,0.11175,1.3411,38,2,37,0,0,1,0.83973,0,1,y,y,y,m,m,m,y,y,y,m,m,,,,b
ebi_net_3.5Mar_d242_m156,e-bikes,The Netherlands,3.5,Market Formation,cumulative CumulativeStartups,cumulative cum. # companies,b8,0.10717,0.083146,14.001,2026.2,41.006,1530.4,0.061959,1911.5,-27841,0.99868,0.99859,7.1023,5.7631,0.99462,0.99436,14.362,11.974,0.86237,0.85582,72.641,61.604,45,43,0.44301,0.00065341,0.44236,43,0,42,0,0,1,0.92847,0,0,y,y,y,y,y,y,y,y,y,y,y,,,,b
ebi_net_3.5Mar_d243_m157,e-bikes,The Netherlands,3.5,Market Formation,Partial up to max CumulativeStartups,Partial up to max cum. # companies,b8,0.092271,0.070176,0.90683,2024,47.626,91.044,4.4294,1989.5,-1800.6,0.98851,0.98763,1.2731,1.0643,0.98361,0.98279,1.5208,1.2462,0.89772,0.89261,3.7985,3.1832,43,41,0.42836,0.010984,0.41738,41,0,40,0,0,0,0.94424,0,1,y,y,y,y,y,y,y,y,y,y,y,,,,b
ebi_net_3.5Mar_d244_m158,e-bikes,The Netherlands,3.5,Market Formation,cumulative NewStartups,cumulative # companies,b8,0.10243,0.064571,0.93307,2017.8,42.903,64.576,5.2189,1990.4,-1852.9,0.98673,0.98576,1.4634,1.1706,0.97209,0.97076,2.1227,1.6514,0.90959,0.90529,3.8204,3.2561,45,43,0.60394,0.015486,0.58846,43,2,42,0,0,0,0.95395,0,1,y,y,y,y,y,y,y,y,y,y,y,,,,b
ebi_net_3.5Mar_d245_m159,e-bikes,The Netherlands,3.5,Market Formation,Partial up to max NewStartups,Partial up to max # companies,b8,0.52121,0.0045586,0.037597,2028.7,8.4312,1.0168e+05,1554.4,1.5749e+05,-74.355,0.321,0.24265,0.75172,0.47441,-0.48198,-0.59175,1.1106,0.63333,0.12725,0.0626,0.85225,0.6551,30,13,3.9339e-05,9.8348e-06,2.9504e-05,28,0,27,0,0,1,0.37838,0,1,m,y,y,m,m,m,m,m,m,m,m,,,,b
ebi_net_3.5Mar_d246_m160,e-bikes,The Netherlands,3.5,Market Formation,cumulative PrivateEquityDeals,cumulative # deals,b8,0.18158,0.13329,0.59341,2023.7,24.201,66.265,10.012,2014.4,-1181.9,0.99186,0.99127,0.84802,0.63353,0.98645,0.9858,1.0944,0.87034,0.67214,0.65653,5.3825,4.5088,45,21,0.498,0.015091,0.48291,21,0,20,0,0,0,0.89588,0,1,y,y,y,y,y,y,y,y,y,y,y,,,,b
ebi_net_3.5Mar_d247_m161,e-bikes,The Netherlands,3.5,Market Formation,Partial up to max PrivateEquityDeals,Partial up to max # deals,b8,1.2745,1.2739,0.047051,2024.4,3.4481,62444,6.3362,2017.2,-93.611,0.59407,0.55826,0.59609,0.26801,0.59407,0.57088,0.59609,0.26803,0.30412,0.26436,0.78047,0.4791,38,10,8.0072e-05,1.6014e-05,6.4058e-05,14,0,13,0,0,1,0.3,0,1,m,y,y,m,m,m,m,m,y,m,m,,,,b
ebi_net_3.5Mar_d248_m162,e-bikes,The Netherlands,3.5,Market Formation,cumulative PrivateEquityInvestment,cumulative $ million,b8,0.17262,0.13254,6.9304,2025,25.457,872.69,0.010129,1943.8,-13803,0.96352,0.96085,21.205,14.218,0.95919,0.95725,22.428,15.563,0.65724,0.64092,64.999,51.773,45,21,0.42277,0.0032069,0.41956,21,1,20,0,0,1,0.89712,0,0,y,y,y,y,y,y,y,y,y,y,y,,,,b
ebi_net_3.5Mar_d249_m163,e-bikes,The Netherlands,3.5,Market Formation,Partial up to max PrivateEquityInvestment,Partial up to max $ million,b8,0.92464,0.92453,0.92126,2030.3,4.7526,6.8634e+05,0.39081,2014.7,-1834.4,0.79035,0.77379,10.474,4.3277,0.79035,0.77959,10.474,4.3274,0.23829,0.19923,19.964,11.906,42,12,0.00019155,3.4274e-06,0.00018812,18,0,5,0,1,1,0.33821,0,0,y,y,y,m,m,m,m,m,m,m,m,,,,b
ebi_net_3.5Mar_d250_m162,e-bikes,The Netherlands,3.5,Market Formation,cumulative TotalFundraisingAmount,cumulative $ million,b8,0.68059,0.14074,29.698,2016.4,6.4568,1507.6,0.0012796,1923.1,-59167,0.96687,0.96444,92.942,46.593,0.89676,0.89184,164.07,108.16,0.57057,0.55012,334.61,294.96,45,22,0.98446,0.02116,0.9633,22,1,21,0,0,1,0.89891,0,0,y,y,y,m,y,m,y,y,y,m,m,,,,b
ebi_net_3.5Mar_d251_m163,e-bikes,The Netherlands,3.5,Market Formation,Partial up to max TotalFundraisingAmount,Partial up to max $ million,b8,0.17694,5.3695,4.5241,3210.5,24.836,2804.4,4.613e-21,2007,-9009,-0.046171,-0.13848,154.15,32.384,0.98631,0.98553,17.635,7.4279,0.10836,0.057405,142.31,60.267,38,12,0.33661,0.00099793,0.33561,15,0,13,0,0,1,0.013798,0,0,n,y,y,m,m,m,m,y,m,n,m,,,,b
ebi_net_3.5Mar_d252_m160,e-bikes,The Netherlands,3.5,Market Formation,cumulative TotalFundraisingDeals,cumulative # deals,b8,0.15298,0.14408,1.3971,2037.2,28.726,766.86,1.5085,1995.5,-2782,0.99441,0.99401,1.6936,1.0473,0.99425,0.99398,1.7182,1.0059,0.64117,0.62408,13.574,10.799,45,38,0.11084,0.001304,0.10954,38,0,37,0,0,0,0.88249,0,1,y,y,y,y,y,y,y,m,y,m,y,,,,b
ebi_net_3.5Mar_d253_m161,e-bikes,The Netherlands,3.5,Market Formation,Partial up to max TotalFundraisingDeals,Partial up to max # deals,b8,0.19734,0.017021,0.16898,2077.4,22.269,6.9409e+05,1551.8,1.5778e+05,-336.41,0.87303,0.86327,1.0685,0.63546,-0.32936,-0.39583,3.4574,1.7209,0.48905,0.4635,2.1435,1.5584,43,23,1.8729e-05,1.4407e-06,1.7289e-05,36,0,35,0,0,1,0.71595,0,1,y,y,y,m,m,m,y,m,y,m,m,,,,b
ebi_net_4.1Kso_d213_m100,e-bikes,The Netherlands,4.1,Knowledge Flows (social networks),annualised Google search frequency (index 100=monthly max.),Index 0-100,b8,0.96129,0.076365,4.6647,2010.9,4.5714,73.756,0.36821,1951.3,-9347.2,0.94564,0.93604,7.5508,4.639,0.60777,0.56419,20.282,18.404,0.76073,0.73415,15.841,13.671,21,16,1.3558,0.17487,1.1809,16,1,15,0,0,0,0.94297,0,1,y,y,y,y,y,y,y,y,y,y,y,,,,b
ebi_net_4.1Kso_d239_m153,e-bikes,The Netherlands,4.1,Knowledge Flows (social networks),Partial up to max annualised Google search frequency (index 100=monthly max.),Partial up to max Index 0-100,b8,0.92211,0.089256,5.1982,2011,4.7656,75.288,0.23997,1955.5,-10420,0.95439,0.94584,7.0588,4.1226,0.67999,0.64234,18.698,16.734,0.82236,0.80147,13.931,11.893,20,15,1.3282,0.17131,1.1569,15,0,14,0,0,0,0.90338,0,1,y,y,y,y,y,y,y,y,y,y,y,,,,b
ebi_net_4.5Inf_d052_m138,e-bikes,The Netherlands,4.5,Provisioning system,Average distance travelled by e-bike per person,km,b8,0.34764,0.20197,33.217,2020.6,12.641,599.65,7.3278e-05,1945.4,-66817,0.99098,0.9639,11.354,9.2025,0.97838,0.95677,17.571,15.737,0.97017,0.94035,20.641,17.032,5,5,0.6337,0.041691,0.59201,11,0,4,0,0,1,0.73267,0,0,y,m,y,y,y,y,y,y,y,m,m,,,,b
eco_chi_1.1Ado_d114_m074,e-commerce,China,1.1,Adoption over time,Internet sales as a percentage of total retail sales (ratio) (%),% of total retail,m4,0.29465,0.0030152,0.021776,2017.4,14.914,0.33643,1554.8,1.5755e+05,-43.762,0.97923,0.96884,0.0091577,0.0072892,-9.1592,-12.062,0.20253,0.1923,0.96894,0.96007,0.011198,0.0091224,10,10,0.82038,0.31507,0.5053,10,0,9,0,0,0,0.88721,1,1,y,y,y,y,y,y,y,y,y,y,y,1,,,m
eco_chi_2.4Eas_d045_m060,e-commerce,China,2.4,Ease of Use,Account in financial institution,% of age 15+,m4,0.26205,0.028286,0.022624,2007.4,16.77,0.89722,1.4415,2037.8,-44.827,0.93014,-inf,0.023594,0.021041,0.86149,0.58447,0.033221,0.026765,0.87925,0.63774,0.031019,0.025709,4,4,0.98873,0.71131,0.27741,11,0,3,0,0,0,0.74986,1,1,y,m,y,y,y,y,y,y,y,m,m,2,,,m
eco_chi_2.4Eas_d165_m060,e-commerce,China,2.4,Ease of Use,Owns a credit card,% of age 15+,m4,0.14397,0.003663,0.02864,2099.9,30.524,32202,1554.5,1.5756e+05,-57.528,0.98381,-inf,0.013907,0.011936,-3.4753,-12.426,0.23121,0.20375,0.93987,0.81962,0.0268,0.022325,4,4,1.1785e-05,2.5557e-06,9.2291e-06,11,0,3,0,0,0,0.5511,1,1,y,m,y,y,y,y,m,m,y,m,m,1,,,m
eco_chi_2.4Eas_d166_m060,e-commerce,China,2.4,Ease of Use,Owns a debit card,% of age 15+,m4,0.16164,0.0043658,0.036546,2013.5,27.187,0.99049,1554.5,1.5756e+05,-73.09,0.97666,-inf,0.020953,0.018652,-17.739,-55.217,0.59376,0.5777,0.9717,0.9151,0.023074,0.020056,4,4,0.76488,0.41414,0.35074,11,0,3,0,0,0,0.7208,1,1,y,m,y,y,y,y,y,y,y,m,m,2,,,m
eco_chi_3.2Adc_d081_m071,e-commerce,China,3.2,Adopter characteristics,Distribution of newly added e-commerce users by generation (Gen Others),% of new online shoppers,m4,-0.087239,-0.087222,-0.00225,1921.6,-50.373,144.09,1.8761,1971.3,4.5724,0.36059,2.2788,0.0052368,0.0049248,0.3606,-inf,0.0052367,0.0049247,0.31477,-inf,0.0054212,0.0051111,3,3,0.00026373,0.00015269,0.00011105,5,2,1,0,1,0,0.53232,1,1,m,n,y,y,y,y,m,m,y,n,n,3,,reject too few data points,m
eco_chi_3.2Adc_d082_m071,e-commerce,China,3.2,Adopter characteristics,Distribution of newly added e-commerce users by generation (Gen X),% of new online shoppers,m4,-15.379,0.00025516,-0.00775,2021.1,-0.28575,0.232,1555.7,1.5745e+05,15.864,0.74202,1.516,0.013064,0.010667,-70.743,-inf,0.21786,0.21633,0.24211,-inf,0.022392,0.021111,3,3,1.069,0.79741,0.27155,5,1,0,1,0,0,0.69844,1,1,y,n,y,y,y,y,m,y,m,n,n,3,,reject too few data points,m
eco_chi_3.2Adc_d083_m071,e-commerce,China,3.2,Adopter characteristics,Distribution of newly added e-commerce users by generation (Gen Y),% of new online shoppers,m4,-0.16403,-0.0037891,-0.051,1939.3,-26.791,1.4521e+05,-1543.6,-1.5277e+05,103.29,0.99938,1.0012,0.0020833,0.0019464,-14.376,-inf,0.32887,0.318,0.98607,-inf,0.0098995,0.0093333,3,3,2.9406e-06,1.5357e-06,1.4049e-06,5,2,0,0,0,0,0.60899,1,1,y,n,y,y,y,y,m,m,y,n,n,2,,reject too few data points,m
eco_chi_3.2Adc_d084_m071,e-commerce,China,3.2,Adopter characteristics,Distribution of newly added e-commerce users by generation (Gen Z),% of new online shoppers,m4,0.16047,0.14153,0.061,2031.8,27.385,3.7494,5.7118,2037.4,-122.72,1,1,4.8019e-14,4.7592e-14,0.9999,-inf,0.0010148,0.00095032,0.99499,-inf,0.0070711,0.0066667,3,3,0.15016,0.085079,0.065076,5,0,2,0,0,0,0.62601,1,1,y,n,y,y,y,y,m,m,y,n,n,2,,reject too few data points,m
eco_chi_3.5Mar_d074_m128,e-commerce,China,3.5,Market Formation,CumulativeStartups,cum. # companies,m4,0.31269,0.10189,33.105,2013.9,14.054,1511.3,0.0063236,1901,-65905,0.99402,0.99358,38.584,28.999,0.93651,0.93348,125.7,98.669,0.74285,0.73061,252.96,228.62,45,45,0.92899,0.00066167,0.92832,45,0,44,0,0,1,0.93933,0,0,y,y,y,y,y,y,y,y,y,y,y,,,,m
eco_chi_3.5Mar_d126_m008,e-commerce,China,3.5,Market Formation,NewStartups,# companies,m4,0.68081,0.046829,2.0543,2007.9,6.4548,77.537,1.7616,1942.7,-4081.5,0.49228,0.45513,32.884,17.224,0.26374,0.22868,39.599,24.556,0.3342,0.3025,37.657,22.096,45,39,2.5794,0.012897,2.5665,45,9,44,1,0,1,0.92825,0,0,m,y,y,y,m,m,y,y,y,m,m,,,,m
eco_chi_3.5Mar_d171_m011,e-commerce,China,3.5,Market Formation,PrivateEquityDeals,# deals,m4,2.795,0.07802,5.5379,2013.6,1.5722,235.53,0.22245,1934.3,-11026,0.75711,0.73934,54.628,25.66,0.43766,0.41088,83.121,54.922,0.42102,0.39345,84.342,62.968,45,25,1.694,0.0042457,1.6898,26,8,21,1,1,1,0.92909,0,0,y,y,y,y,y,y,y,y,y,y,y,,,,m
eco_chi_3.5Mar_d175_m027,e-commerce,China,3.5,Market Formation,PrivateEquityInvestment,$ million,m4,0.90193,0.084076,120.73,2013.7,4.8723,5155.2,0.0108,1867.7,-2.4041e+05,0.55762,0.52525,1792.3,740.08,0.37216,0.34226,2135.2,1245.6,0.33855,0.30705,2191.7,1447.4,45,25,2.3152,9.3693e-07,2.3152,26,6,21,1,1,1,0.71474,0,0,m,y,y,m,m,m,y,y,y,m,m,,,,m
eco_chi_3.5Mar_d200_m027,e-commerce,China,3.5,Market Formation,TotalFundraisingAmount,$ million,m4,0.85151,0.092148,312.33,2014.3,5.1608,13720,0.0019213,1851.7,-6.22e+05,0.50068,0.46415,5163.5,1991.8,0.36388,0.33359,5828.1,2945.3,0.30814,0.27519,6078.1,3625.6,45,26,2.9974,0.00047376,2.9969,28,3,25,1,0,1,0.61988,0,0,m,y,y,y,m,m,m,y,y,m,m,,,,m
eco_chi_3.5Mar_d204_m011,e-commerce,China,3.5,Market Formation,TotalFundraisingDeals,# deals,m4,2.7507,0.079333,6.7318,2013.6,1.5976,284.52,0.15658,1928.8,-13403,0.78012,0.76404,61.6,29.275,0.46646,0.44105,95.957,63.914,0.4429,0.41637,98.052,74.154,45,28,1.666,0.0035147,1.6625,32,8,31,1,0,1,0.93113,0,0,y,y,y,m,y,m,y,y,y,m,m,,,,m
eco_chi_3.5Mar_d242_m156,e-commerce,China,3.5,Market Formation,cumulative CumulativeStartups,cumulative cum. # companies,m4,0.60794,0.13961,283.89,2079,7.2284,16704,1.958e-05,1876.2,-5.6539e+05,-0.41598,-0.51959,5446.1,2951.9,0.99242,0.99206,398.44,304.28,0.64893,0.63221,2711.8,2250.2,45,45,0.99977,5.9866e-05,0.99971,45,0,44,0,0,0,0.88901,0,0,n,y,y,y,y,y,y,y,y,n,y,,,,m
eco_chi_3.5Mar_d243_m157,e-commerce,China,3.5,Market Formation,Partial up to max CumulativeStartups,Partial up to max cum. # companies,m4,0.31269,0.10189,33.105,2013.9,14.054,1511.3,0.0063236,1901,-65905,0.99402,0.99358,38.584,28.999,0.93651,0.93348,125.7,98.669,0.74285,0.73061,252.96,228.62,45,45,0.92899,0.00066167,0.92832,45,0,44,0,0,1,0.93933,0,0,y,y,y,y,y,y,y,y,y,y,y,,,,m
eco_chi_3.5Mar_d244_m158,e-commerce,China,3.5,Market Formation,cumulative NewStartups,cumulative # companies,m4,0.31269,0.10189,33.105,2013.9,14.054,1511.3,0.0063236,1901,-65905,0.99402,0.99358,38.584,28.999,0.93651,0.93348,125.7,98.669,0.74285,0.73061,252.96,228.62,45,45,0.92899,0.00066167,0.92832,45,0,44,0,0,1,0.93933,0,0,y,y,y,y,y,y,y,y,y,y,y,,,,m
eco_chi_3.5Mar_d245_m159,e-commerce,China,3.5,Market Formation,Partial up to max NewStartups,Partial up to max # companies,m4,0.28,0.27999,3.1789,2054.8,15.695,1.4581e+07,0.0265,1982.9,-6323.6,0.96115,0.95751,9.4014,5.7683,0.96115,0.9588,9.4014,5.7681,0.47934,0.44778,34.417,23.905,36,30,1.3717e-05,6.8584e-08,1.3648e-05,36,0,35,0,0,1,0.76561,0,0,y,y,y,y,y,y,y,m,y,m,y,,,,m
eco_chi_3.5Mar_d246_m160,e-commerce,China,3.5,Market Formation,cumulative PrivateEquityDeals,cumulative # deals,m4,0.52353,0.1552,49.992,2016.9,8.3939,2782.9,0.00011515,1913.3,-99613,0.99844,0.99833,34.47,19.041,0.93671,0.9337,219.87,153.29,0.55188,0.53054,585.05,494.72,45,26,0.98818,0.001078,0.9871,26,0,25,0,0,1,0.90667,0,0,y,y,y,y,y,y,y,y,y,y,y,,,,m
eco_chi_3.5Mar_d247_m161,e-commerce,China,3.5,Market Formation,Partial up to max PrivateEquityDeals,Partial up to max # deals,m4,2.4207,0.47449,4.4974,2014.2,1.8154,420.11,0.00026792,1985.8,-8954.3,0.9775,0.97545,13.653,7.0124,0.93397,0.93008,23.389,8.7695,0.27835,0.2359,77.319,49.274,37,17,0.94975,0.0023803,0.94737,18,0,13,0,1,1,0.66551,0,0,y,y,y,m,y,m,m,y,m,m,m,,,,m
eco_chi_3.5Mar_d248_m162,e-commerce,China,3.5,Market Formation,cumulative PrivateEquityInvestment,cumulative $ million,m4,0.48808,0.16872,1002.4,2018.1,9.0036,63517,1.1149e-06,1876.5,-1.9976e+06,0.99676,0.99652,1022.9,494.69,0.9478,0.94532,4103.8,2675.7,0.52532,0.50272,12375,10296,45,26,0.91419,0.00010234,0.91409,26,0,25,0,0,1,0.89759,0,0,y,y,y,y,y,y,y,y,y,y,y,,,,m
eco_chi_3.5Mar_d249_m163,e-commerce,China,3.5,Market Formation,Partial up to max PrivateEquityInvestment,Partial up to max $ million,m4,0.44323,0.44319,108.51,2045.6,9.9146,2.1596e+09,2.3676e-12,1936.7,-2.1608e+05,0.91981,0.91294,602.45,246.45,0.91981,0.91536,602.45,246.44,0.3295,0.29225,1742.1,1052.2,39,19,5.5266e-06,2.2365e-12,5.5266e-06,20,0,15,0,1,1,0.47921,0,0,y,y,y,m,y,m,m,m,y,m,m,,,,m
eco_chi_3.5Mar_d250_m162,e-commerce,China,3.5,Market Formation,cumulative TotalFundraisingAmount,cumulative $ million,m4,0.40369,0.17458,2448.1,2019.1,10.886,1.7828e+05,2.2827e-07,1867.2,-4.8781e+06,0.9929,0.99238,3690,1855.8,0.96315,0.9614,8405.2,4810.9,0.52729,0.50478,30104,24289,45,28,0.83138,0.0014263,0.82995,28,0,27,0,0,1,0.88724,0,0,y,y,y,y,y,y,y,y,y,y,y,,,,m
eco_chi_3.5Mar_d251_m163,e-commerce,China,3.5,Market Formation,Partial up to max TotalFundraisingAmount,Partial up to max $ million,m4,0.3043,0.3043,385.82,2059.2,14.441,3.8633e+09,1.3866e-09,1919.6,-7.6853e+05,0.89519,0.88692,2443.6,1142.2,0.89519,0.88982,2443.6,1142.1,0.38384,0.35224,5925,3702.3,42,23,1.0645e-05,1.6825e-09,1.0643e-05,25,0,22,0,0,1,0.55745,0,0,y,y,y,m,y,m,m,m,y,m,m,,,,m
eco_chi_3.5Mar_d252_m160,e-commerce,China,3.5,Market Formation,cumulative TotalFundraisingDeals,cumulative # deals,m4,0.49659,0.15485,60.356,2017,8.8492,3406.9,4.6606e-05,1906,-1.2026e+05,0.99844,0.99832,41.52,24.323,0.94187,0.9391,253.19,176.72,0.55715,0.53606,698.83,590.54,45,32,0.98067,0.00029353,0.98038,32,0,31,0,0,1,0.90532,0,0,y,y,y,y,y,y,y,y,y,y,y,,,,m
eco_chi_3.5Mar_d253_m161,e-commerce,China,3.5,Market Formation,Partial up to max TotalFundraisingDeals,Partial up to max # deals,m4,2.116,0.47201,5.3466,2014.2,2.0768,502.56,0.00023215,1985,-10645,0.97608,0.9739,16.495,8.8416,0.9405,0.937,26.013,10.12,0.28655,0.24458,90.076,57.556,37,20,0.94318,0.0019898,0.94119,24,0,23,0,0,1,0.66572,0,0,y,y,y,m,y,m,m,y,m,m,m,,,,m
eco_chi_4.1Kso_d213_m100,e-commerce,China,4.1,Knowledge Flows (social networks),annualised Google search frequency (index 100=monthly max.),Index 0-100,m4,-0.36821,-0.36821,-2.9479,1969.3,-11.935,3.2995e+07,22.681,2007.9,5953,0.97529,0.97093,3.7281,3.1061,0.97529,0.97254,3.7281,3.106,0.56648,0.51831,15.616,11.444,21,20,3.0308e-06,7.8012e-09,3.023e-06,21,20,6,0,1,1,0.63883,0,1,y,y,y,m,m,m,m,m,y,m,m,,,,m
eco_chi_4.1Kso_d239_m153,e-commerce,China,4.1,Knowledge Flows (social networks),Partial up to max annualised Google search frequency (index 100=monthly max.),Partial up to max Index 0-100,m4,,,,,,,,,,,,,,,,,,,,,,1,1,,,,1,0,0,0,0,,,0,1,n,n,y,m,m,m,m,m,m,n,n,,,,m
eco_chi_4.5Inf_d179_m066,e-commerce,China,4.5,Infrastructure dependence,Proportion of households with Internet access either via a fixed or mobile network,% of households,m4,0.21881,0.0049433,0.042281,2014.7,20.083,1.0076,1554.2,1.5758e+05,-84.673,0.99551,0.99467,0.01654,0.013177,-2.3053,-2.6941,0.44883,0.37483,0.97526,0.97235,0.038828,0.03085,20,20,0.80331,0.049623,0.75369,20,0,19,0,0,0,0.9136,1,1,y,y,y,y,y,y,y,y,y,y,y,1,,,m
eco_ger_1.1Ado_d047_m094,e-commerce,Germany,1.1,Adoption over time,Annual Internet retail (B2C) sales value,Billion Euros,m4,0.19923,0.12245,3.7436,2019.2,22.057,131.04,0.24705,1974.2,-7497.1,0.98936,0.98784,2.9038,2.1422,0.97257,0.97007,4.6619,3.838,0.91994,0.91267,7.9636,6.9594,25,25,0.66161,0.0083941,0.65321,25,2,24,0,0,0,0.91077,0,1,y,y,y,y,y,y,y,y,y,y,y,1,,,m
eco_ger_1.1Ado_d095_m075,e-commerce,Germany,1.1,Adoption over time,"Enterprises' total turnover from e-commerce sales (all activities - B2B, B2C, B2G)",% of turnover,m4,28.451,0.021728,0.0036788,2014,0.15446,0.17044,5.6629,2181,-7.2595,0.29682,-0.054768,0.02006,0.015667,0.19136,-0.03968,0.021512,0.018122,0.1951,-0.034877,0.021462,0.018056,10,10,1.2145,0.74511,0.46936,10,6,9,1,0,0,0.89217,1,1,n,y,y,y,y,y,y,y,m,n,m,2,,,m
eco_ger_1.1Ado_d113_m074,e-commerce,Germany,1.1,Adoption over time,Internet sales as a percentage of total retail (B2C) sales (ratio) (%),% of total retail,m4,,,-0.025,,,,,,50.668,,,,,,,,,1,1,5.7475e-15,5.7038e-15,2,2,,,,2,1,0,0,0,0,0.49091,1,1,n,n,y,y,y,y,m,m,y,n,n,3,,"no logfit, use lin",m
eco_ger_1.1Ado_d123_m108,e-commerce,Germany,1.1,Adoption over time,"Monetary value of e-commerce sales (all activities - B2B, B2C, B2G)",Million euro,m4,0.014362,0.014334,13576,2470.4,305.99,6.5015e+08,84.718,1365.4,-2.6417e+07,0.040539,-0.91892,1.3625e+05,1.1614e+05,0.040543,-0.43919,1.3625e+05,1.1614e+05,0.038105,-0.44284,1.3642e+05,1.1647e+05,7,7,0.0018417,0.0012471,0.00059456,7,6,5,0,1,0,0.79755,0,0,n,y,y,y,y,y,y,m,m,n,m,3,,"no logfit, use lin",m
eco_ger_2.3Rel_d184_m068,e-commerce,Germany,2.3,Relative (dis)advantage,Share of Internet users not buying online due to payment security concerns,% of internet users,m4,-1.0267,-0.062709,-0.020189,2019.9,-4.2803,0.33091,0.3791,2009.7,40.964,0.94183,0.76731,0.02374,0.020582,0.62465,0.2493,0.060302,0.052172,0.71354,0.42708,0.05268,0.047741,5,5,1.1184,0.23511,0.88332,13,4,0,0,0,1,0.76625,1,1,y,m,y,y,y,y,y,y,y,m,m,2,,,m
eco_ger_2.4Eas_d045_m060,e-commerce,Germany,2.4,Ease of Use,Account in financial institution,% of age 15+,m4,0.0018838,0.0018205,0.0018032,3799.4,2332.8,29.494,1.2557,2146.3,-2.6448,0.99214,-inf,0.0005937,0.00051825,0.99215,0.97644,0.00059358,0.00051822,0.99205,0.97614,0.00059727,0.00051941,4,4,0.033899,0.033272,0.00062725,11,0,3,0,0,0,0.74971,1,1,y,m,y,y,y,y,y,m,y,m,m,1,,,m
eco_ger_2.4Eas_d165_m060,e-commerce,Germany,2.4,Ease of Use,Owns a credit card,% of age 15+,m4,0.2781,0.041075,0.020569,2009.4,15.802,0.58842,0.9184,2032,-40.985,0.9999,-inf,0.0007868,0.0007085,0.89709,0.69127,0.025287,0.024733,0.932,0.796,0.020555,0.020442,4,4,0.96053,0.60688,0.35366,11,0,3,0,0,0,0.75169,1,1,y,m,y,y,y,y,y,y,y,m,m,1,,,m
