Code,Innovation Name,Spatial Scale,Indicator Number,Indicator Name,Description,Metric,Category,n_data_points,n_non_zero_data_points,slope_log,slope_exp,slope_lin,log_t0,log_Dt,log_K,exp_a,exp_c,lin_intercept,log_r2,log_r2adj,log_rmse,log_mae,exp_r2,exp_r2adj,exp_rmse,exp_mae,lin_r2,lin_r2adj,lin_rmse,lin_mae, GN scoring ,GN comments,CW scoring,page,Code,Criterion,Counts, 
eco_uki_2.3Rel_d180_m67,E-commerce,UK,2.3,Relative (dis)advantage,Share of Internet users not buying online due to payment security concerns,% of internet users,m4,4,4,0.023254,0.023251,0.58143,2402.8,188.98,2.32E+05,3.8451,1929.4,-1143.3,0.21409,#NAME?,4.3578,3.7255,0.2141,-1.3577,4.3578,3.7255,0.19587,-1.4124,4.408,3.7414, 2 ,,,207,eco_uki_2.3Rel_d180_m67,,,
eco_uki_2.4Eas_d160_m59,E-commerce,UK,2.4,Ease of Use,Owns a credit card,% of age 15+,m4,4,4,0.74493,0.015806,1.0032,2009.1,5.8991,63.647,5.2221,1861.2,-1961.9,0.94331,#NAME?,1.2328,0.96167,0.48942,-0.53175,3.6999,3.6707,0.51373,-0.4588,3.6107,3.5983, 2 ,,,208,eco_uki_2.4Eas_d160_m59,,,
eco_uki_2.4Eas_d161_m59,E-commerce,UK,2.4,Ease of Use,Owns a debit card,% of age 15+,m4,4,4,6.7004,0.0060025,0.56301,2010.6,0.65584,94.427,11.619,1669.8,-1042.2,0.71952,#NAME?,1.851,1.4883,0.35171,-0.94486,2.8141,2.3233,0.35518,-0.93447,2.8066,2.3201, 2 ,,,209,eco_uki_2.4Eas_d161_m59,,,
eco_uki_2.4Eas_d45_m59,E-commerce,UK,2.4,Ease of Use,Account in financial institution,% of age 15+,m4,4,4,0.0017747,0.0017521,0.17123,4465.6,2476.1,7679.3,36.426,1450.5,-247.1,0.22252,#NAME?,1.1865,0.97908,0.22254,-1.3324,1.1865,0.97906,0.22165,-1.335,1.1871,0.98034, 2 ,,,210,eco_uki_2.4Eas_d45_m59,,,
eco_uki_2.5Var_d189_m72,E-commerce,UK,2.5,Variety (Choice Availability),Small firms selling online,% of small firms (10-49 employees),m4,12,12,0.046133,0.046129,0.88295,2215.8,95.256,2.17E+05,2.1843,1966.4,-1758.4,0.82247,0.7559,1.4251,1.1643,0.82247,0.78302,1.4251,1.1643,0.81211,0.77036,1.4661,1.1694, 1 ,,,211,eco_uki_2.5Var_d189_m72,,,
eco_uki_2.5Var_d64_m61,E-commerce,UK,2.5,Variety (Choice Availability),Businesses receiving orders through the Internet,% of business,m4,11,11,0.29498,0.027723,0.56068,2007.3,14.897,21.851,3.7365,1956.2,-1110.6,0.55426,0.36323,1.7918,1.346,0.459,0.32376,1.974,1.4838,0.47975,0.34969,1.9358,1.4591, 2 ,,,212,eco_uki_2.5Var_d64_m61,,,
eco_uki_2.5Var_d65_m61,E-commerce,UK,2.5,Variety (Choice Availability),Businesses with a web presence,% of business,m4,12,12,0.30094,0.0087786,0.71583,2001.9,14.603,83.669,11.036,1787.8,-1361.3,0.86664,0.81664,1.0393,0.89004,0.74655,0.69023,1.4327,1.214,0.75394,0.69925,1.4117,1.2024, 1 ,,,213,eco_uki_2.5Var_d65_m61,,,
eco_uki_3.2Adc_d23_m60,E-commerce,UK,3.2,Adopter characteristics,% of individuals who made purchases online by (age 16-24),% of age group,m4,9,9,0.061781,0.023371,2.0833,2008,71.129,143.62,2.2441,1858.6,-4111,0.88002,0.80803,1.9865,1.7463,0.87835,0.8378,2.0002,1.8163,0.87979,0.83971,1.9884,1.7593, 1 ,,,214,eco_uki_3.2Adc_d23_m60,,,
eco_uki_3.2Adc_d24_m60,E-commerce,UK,3.2,Adopter characteristics,% of individuals who made purchases online by (age 25-34),% of age group,m4,9,9,,0.013861,1.2667,,,,5.216,1808.7,-2461.3,,,,,0.67546,0.56727,2.2788,1.7477,0.66852,0.55802,2.303,1.763, 1 ,,,215,eco_uki_3.2Adc_d24_m60,,,
eco_uki_3.2Adc_d25_m60,E-commerce,UK,3.2,Adopter characteristics,% of individuals who made purchases online by (age 35-44),% of age group,m4,9,9,,0.015218,1.35,,,,5.6754,1835.3,-2632.7,,,,,0.83707,0.78276,1.5393,1.3872,0.83544,0.78059,1.547,1.4037, 1 ,,,216,eco_uki_3.2Adc_d25_m60,,,
eco_uki_3.2Adc_d26_m60,E-commerce,UK,3.2,Adopter characteristics,% of individuals who made purchases online by (age 45-54),% of age group,m4,9,9,0.026657,0.026633,2.2,2278.7,164.85,90841,1.842,1873.2,-4352.4,0.80022,0.68036,2.8408,2.225,0.80022,0.73363,2.8408,2.2249,0.79878,0.7317,2.851,2.242, 1 ,,,217,eco_uki_3.2Adc_d26_m60,,,
eco_uki_3.2Adc_d27_m60,E-commerce,UK,3.2,Adopter characteristics,% of individuals who made purchases online by (age 55-64),% of age group,m4,9,9,0.32865,0.025465,1.85,2008,13.371,78.537,2.1973,1879.2,-3657.9,0.79849,0.67759,2.4768,1.9824,0.73922,0.65229,2.8177,2.2044,0.74945,0.66594,2.7618,2.163, 1 ,,,218,eco_uki_3.2Adc_d27_m60,,,
eco_uki_3.2Adc_d28_m60,E-commerce,UK,3.2,Adopter characteristics,% of individuals who made purchases online by (age 65+),% of age group,m4,9,9,0.077094,0.077093,3.4,2158.1,57.001,2.54E+06,0.3689,1953.9,-6809.1,0.9264,0.88223,2.5062,2.1199,0.9264,0.90186,2.5062,2.1199,0.90313,0.87083,2.8752,2.163, 1 ,,,219,eco_uki_3.2Adc_d28_m60,,,
eco_uki_4.3Com_d113_m66,E-commerce,UK,4.3,Compatibility,Individuals using the Internet to purchase goods or services,% of individuals,m4,16,16,0.18899,0.039349,2.8131,2003.6,23.252,89.339,0.98537,1903.8,-5588.7,0.95466,0.94332,3.1321,2.3597,0.84128,0.81687,5.8599,4.7956,0.89941,0.88393,4.6651,3.6879, 1 ,,,220,eco_uki_4.3Com_d113_m66,,,
eco_uki_4.3Com_d116_m67,E-commerce,UK,4.3,Compatibility,Internet users buying online,% of Internet users,m4,16,16,0.21246,0.020571,1.7081,2001.3,20.684,91.421,3.0943,1854,-3356.6,0.97667,0.97083,1.2705,1.0339,0.8737,0.85427,2.9558,2.5983,0.89633,0.88038,2.6779,2.3643, 1 ,,,221,eco_uki_4.3Com_d116_m67,,,
eco_uki_4.5Inf_d174_m65,E-commerce,UK,4.5,Infrastructure dependence,Proportion of households with Internet access either via a fixed or mobile network,% of households,m4,21,21,0.20246,0.034423,2.7694,2002.4,21.705,96.94,1.2465,1892.2,-5493,0.98193,0.97875,2.4995,1.9453,0.83972,0.82191,7.4449,5.9748,0.90168,0.89075,5.8311,4.7216, 1 ,,,222,eco_uki_4.5Inf_d174_m65,,,
eco_usa_1.1Ado_d115_m73,E-commerce,United States,1.1,Adoption over time,Internet sales as a percentage of total retail sales (ratio) (%),% of total retail,m4,24,24,0.13227,0.10382,0.6277,2026.3,33.224,40.748,12.562,2020.3,-1256.2,0.9826,0.97999,0.59789,0.41124,0.97901,0.97701,0.65659,0.4053,0.91911,0.9114,1.289,1.1167, 1 ,,,223,eco_usa_1.1Ado_d115_m73,,,
eco_usa_1.1Ado_d49_m106,E-commerce,United States,1.1,Adoption over time,Annual e-commerce sales value,Millions of US dollars,m4,25,25,0.15561,0.15561,35325,2097.1,28.24,1.23E+11,3.15E-08,1822,-7.07E+07,0.98915,0.9876,29515,21893,0.98915,0.98816,29515,21893,0.80825,0.79082,1.24E+05,1.01E+05, 1 ,,,224,eco_usa_1.1Ado_d49_m106,,,
eco_usa_2.4Eas_d160_m59,E-commerce,United States,2.4,Ease of Use,Owns a credit card,% of age 15+,m4,4,4,0.0094346,0.0094259,0.59785,2756.9,465.78,69221,9.2231,1811,-1141.5,0.69274,#NAME?,1.4772,1.231,0.69275,0.078237,1.4772,1.231,0.68891,0.066718,1.4864,1.2237, 2 ,,,225,eco_usa_2.4Eas_d160_m59,,,
eco_usa_2.4Eas_d161_m59,E-commerce,United States,2.4,Ease of Use,Owns a debit card,% of age 15+,m4,4,4,0.14875,0.014072,1.1083,2000.6,29.543,86.866,5.295,1824.9,-2156.2,0.99746,#NAME?,0.21061,0.18674,0.95626,0.86879,0.87313,0.83354,0.96448,0.89343,0.78688,0.74957, 2 ,,,226,eco_usa_2.4Eas_d161_m59,,,
eco_usa_2.4Eas_d45_m59,E-commerce,United States,2.4,Ease of Use,Account in financial institution,% of age 15+,m4,4,4,0.6801,0.0065123,0.60845,2007.1,6.4615,94.204,13.209,1717.1,-1134.1,0.94429,#NAME?,0.62586,0.49405,0.7141,0.14229,1.4179,1.1257,0.72062,0.16187,1.4016,1.1211, 2 ,,,227,eco_usa_2.4Eas_d45_m59,,,
eco_usa_2.5Var_d65_m61,E-commerce,United States,2.5,Variety (Choice Availability),Businesses with a web presence,% of business,m4,2,2,,,2.19,,,,,,-4333.4,,,,,,,,,1,1,4.60E-13,4.51E-13, 3 ,,"reject, too few data points",228,eco_usa_2.5Var_d65_m61,,,
eco_usa_4.3Com_d116_m67,E-commerce,United States,4.3,Compatibility,Internet users buying online,% of Internet users,m4,5,5,0.77787,0.033579,2.3865,2011.7,5.6494,73.993,1.3384,1899.9,-4744.9,0.95149,0.80596,1.707,1.3018,0.73215,0.4643,4.011,3.3007,0.75858,0.51716,3.808,3.056, 2 ,,,229,eco_usa_4.3Com_d116_m67,,,
eco_usa_4.5Inf_d174_m65,E-commerce,United States,4.5,Infrastructure dependence,Proportion of households with Internet access either via a fixed or mobile network,% of households,m4,22,22,0.091288,0.030827,2.2102,2003.8,48.138,110.04,1.5925,1888.3,-4373.4,0.98908,0.98726,1.4765,1.2128,0.96492,0.96123,2.6468,1.8435,0.98459,0.98297,1.7543,1.3311, 1 ,,,230,eco_usa_4.5Inf_d174_m65,,,
ego_est_1.1Ado_d34_m29,E-government,Estonia,1.1,Adoption over time,% people who interacted online with public authorities (in the past year),%,s2,16,16,0.21301,0.044441,3.1073,2009.5,20.63,88.962,0.67403,1912.7,-6196.6,0.84816,0.81019,6.2292,4.3298,0.76113,0.72438,7.813,6.1672,0.80288,0.77255,7.0975,5.406, 2 ,,,231,ego_est_1.1Ado_d34_m29,,,
ego_est_1.1Ado_d35_m29,E-government,Estonia,1.1,Adoption over time,% people who obtained information from public authorities' web sites (in the past year),%,s2,14,14,0.16774,0.042658,2.5069,2008.4,26.198,79.438,0.87019,1916.8,-4993.1,0.79705,0.73616,5.1592,3.8632,0.75566,0.71123,5.6609,4.4522,0.77868,0.73844,5.3876,4.2086, 2 ,,,232,ego_est_1.1Ado_d35_m29,,,
ego_est_1.1Ado_d36_m29,E-government,Estonia,1.1,Adoption over time,% people who submitted completed public authorities' forms online (in the past year),%,s2,14,14,0.18197,0.08097,4.3446,2014.5,24.15,105.45,0.15029,1942.8,-8699.5,0.79622,0.73508,8.9312,6.9746,0.77246,0.73109,9.4373,7.6362,0.78361,0.74426,9.2033,7.331, 4 ,,"use, discontinuous but OK (upward trend)",233,ego_est_1.1Ado_d36_m29,,,
ego_est_2.2Rel_d111_m29,E-government,Estonia,2.2,Relative Advantge (profitability),"ICT service exports (% of service exports, BoP)",%,s2,27,27,0.097471,0.09747,0.58208,2144.2,45.085,3.07E+06,9.171,2013.7,-1160.7,0.95806,0.95259,1.3196,1.1008,0.95806,0.95456,1.3196,1.1007,0.81026,0.79445,2.8068,2.3199, 1 ,,,234,ego_est_2.2Rel_d111_m29,,,
ego_est_2.4Eas_d3_m29,E-government,Estonia,2.4,Ease of Use / Acccessibility,% households who can not afford a computer,%,s2,20,20,-0.25917,-0.25917,-1.1049,1955.7,-16.956,8.39E+06,9.8407,2008.4,2232,0.96333,0.95645,1.5318,1.4301,0.96333,0.95901,1.5318,1.4301,0.63441,0.5914,4.8364,3.727, 1 ,,,235,ego_est_2.4Eas_d3_m29,,,
ego_est_2.5Var_d148_m97,E-government,Estonia,2.5,Variety: Choice Availability,Online Service Index (# services available online /180 total),Index 0-1,s2,11,11,0.020772,0.0024161,0.01583,2413.5,211.55,3230.2,1555.2,1.57E+05,-31.071,0.58184,0.40263,0.085321,0.061063,-34.799,-43.748,0.78943,0.77833,0.56791,0.45988,0.08673,0.061235, 1 ,,,236,ego_est_2.5Var_d148_m97,,,
ego_est_2.5Var_d85_m97,E-government,Estonia,2.5,Variety: Choice Availability,"E-Participation Index (three components of citizen involvement: e-information, e-consultation and e-decision-making; indexed 0-1)",Index 0-1,s2,11,11,0.036333,0.0029311,0.021314,2045.8,120.95,3.3373,1555,1.58E+05,-42.119,0.92991,0.89987,0.036796,0.032431,-30.274,-38.092,0.77725,0.76472,0.92787,0.90984,0.037327,0.032494, 1 ,,,237,ego_est_2.5Var_d85_m97,,,
ego_est_2.9Int_d4_m29,E-government,Estonia,2.9,Inter-dependence with hardware,% households with a computer,%,s2,16,16,0.27188,0.065615,4.4489,2005.6,16.163,91.825,0.21556,1923.6,-8877.2,0.98994,0.98743,2.101,1.7618,0.89122,0.87449,6.9101,5.8158,0.95816,0.95172,4.2855,3.4409, 1 ,,,238,ego_est_2.9Int_d4_m29,,,
ego_est_4.5Inf_d5_m29,E-government,Estonia,4.5,Physical Infrastructure dependence,% households with broadband internet connection (fixed or mobile),%,s2,18,18,0.32041,0.053494,4.0429,2007.3,13.715,91.337,0.46222,1919.8,-8068.1,0.99087,0.98892,2.1143,1.5983,0.81275,0.78778,9.5761,8.0435,0.89834,0.88478,7.056,6.0987, 1 ,,,239,ego_est_4.5Inf_d5_m29,,,
ego_hun_1.1Ado_d34_m29,E-government,Hungary,1.1,Adoption over time,% people who interacted online with public authorities (in the past year),%,s2,16,16,0.06119,0.061188,2.9056,2185.1,71.816,1.51E+06,0.43673,1939.1,-5807.6,0.94091,0.92614,3.3949,2.6913,0.94091,0.93182,3.3949,2.6913,0.91983,0.90749,3.9544,3.4178, 1 ,,,240,ego_hun_1.1Ado_d34_m29,,,
ego_hun_1.1Ado_d36_m29,E-government,Hungary,1.1,Adoption over time,% people who submitted completed public authorities' forms online (in the past year),%,s2,14,14,0.12635,0.12635,2.9669,2112.4,34.781,5.56E+06,0.35082,1981.2,-5949.7,0.8684,0.82892,4.9587,3.6691,0.8684,0.84447,4.9587,3.6691,0.76556,0.72293,6.6185,4.6697, 1 ,,,241,ego_hun_1.1Ado_d36_m29,,,
ego_hun_2.2Rel_d111_m29,E-government,Hungary,2.2,Relative Advantge (profitability),"ICT service exports (% of service exports, BoP)",%,s2,29,29,0.19464,0.049998,0.36465,2004.9,22.577,10.626,11.625,2021.7,-725.96,0.92136,0.91192,0.89939,0.70907,0.82987,0.81678,1.3229,1.0763,0.9049,0.89758,0.98907,0.76181, 1 ,,,242,ego_hun_2.2Rel_d111_m29,,,
ego_hun_2.4Eas_d3_m29,E-government,Hungary,2.4,Ease of Use / Acccessibility,% households who can not afford a computer,%,s2,18,18,-0.076872,-0.0632,-0.67214,1991.9,-57.165,64.725,13.954,2008.6,1364.1,0.94263,0.93034,0.86622,0.72154,0.9419,0.93415,0.87178,0.74378,0.92968,0.92031,0.95902,0.7571, 1 ,,,243,ego_hun_2.4Eas_d3_m29,,,
ego_hun_2.5Var_d148_m97,E-government,Hungary,2.5,Variety: Choice Availability,Online Service Index (# services available online /180 total),Index 0-1,s2,11,11,0.017341,0.0019427,0.010647,2553.7,253.41,7841,1555.2,1.57E+05,-20.765,0.44033,0.20047,0.078013,0.062651,-39.614,-49.768,0.66457,0.65634,0.41129,0.26411,0.080012,0.063972, 2 ,,,244,ego_hun_2.5Var_d148_m97,,,
ego_hun_2.5Var_d85_m97,E-government,Hungary,2.5,Variety: Choice Availability,"E-Participation Index (three components of citizen involvement: e-information, e-consultation and e-decision-making; indexed 0-1)",Index 0-1,s2,11,11,0.042184,0.0026356,0.017822,2261.7,104.17,17778,1554.9,1.58E+05,-35.364,0.52276,0.31823,0.11579,0.089516,-8.6696,-11.087,0.52119,0.4935,0.44608,0.3076,0.12474,0.1016, 4 ,,"use, ok (upward trend) but volatile",245,ego_hun_2.5Var_d85_m97,,,
ego_hun_2.9Int_d4_m29,E-government,Hungary,2.9,Inter-dependence with hardware,% households with a computer,%,s2,21,21,0.31104,0.073751,4.0008,2004.6,14.128,78.61,0.47308,1945.5,-7981.8,0.99685,0.99629,1.3908,0.92637,0.85538,0.83931,9.4191,8.4988,0.95667,0.95185,5.156,4.5397, 1 ,,,246,ego_hun_2.9Int_d4_m29,,,
ego_hun_4.5Inf_d5_m29,E-government,Hungary,4.5,Physical Infrastructure dependence,% households with broadband internet connection (fixed or mobile),%,s2,18,18,0.32041,0.053494,4.0429,2007.3,13.715,91.337,0.46222,1919.8,-8068.1,0.99087,0.98892,2.1143,1.5983,0.81275,0.78778,9.5761,8.0435,0.89834,0.88478,7.056,6.0987, 1 ,,,247,ego_hun_4.5Inf_d5_m29,,,
ego_lat_1.1Ado_d34_m29,E-government,Latvia,1.1,Adoption over time,% people who interacted online with public authorities (in the past year),%,s2,16,16,0.30709,0.052201,3.1526,2010.4,14.31,72.464,0.56734,1928.6,-6299.7,0.85287,0.81608,6.4114,5.2093,0.68404,0.63544,9.3952,7.8275,0.756,0.71846,8.2563,6.9012, 1 ,,,248,ego_lat_1.1Ado_d34_m29,,,
ego_lat_1.1Ado_d35_m29,E-government,Latvia,1.1,Adoption over time,% people who obtained information from public authorities' web sites (in the past year),%,s2,14,14,0.28414,0.063125,3.3412,2010.2,15.466,69.021,15.1,1996.1,-6681.1,0.83239,0.78211,6.1719,5.1014,0.74967,0.70416,7.5427,6.345,0.79819,0.7615,6.7724,5.6918, 1 ,,,249,ego_lat_1.1Ado_d35_m29,,,
ego_lat_1.1Ado_d36_m29,E-government,Latvia,1.1,Adoption over time,% people who submitted completed public authorities' forms online (in the past year),%,s2,14,14,0.19328,0.1534,4.4647,2024.1,22.736,195.18,0.12644,1979.8,-8962.9,0.95947,0.94731,3.8451,3.127,0.95674,0.94888,3.9723,3.0845,0.88795,0.86758,6.3934,5.8318, 1 ,,,250,ego_lat_1.1Ado_d36_m29,,,
ego_lat_2.2Rel_d111_m29,E-government,Latvia,2.2,Relative Advantge (profitability),"ICT service exports (% of service exports, BoP)",%,s2,24,24,0.11922,0.090678,0.52456,2026.5,36.859,48.51,9.2078,2014.5,-1045.9,0.94424,0.93588,1.3916,1.1939,0.94119,0.93559,1.4292,1.2879,0.83037,0.81421,2.4272,2.127, 1 ,,,251,ego_lat_2.2Rel_d111_m29,,,
ego_lat_2.4Eas_d3_m29,E-government,Latvia,2.4,Ease of Use / Acccessibility,% households who can not afford a computer,%,s2,19,19,-0.13376,-0.13376,-1.4344,1916.1,-32.852,4.59E+06,15.968,2010.1,2901.1,0.96282,0.95539,1.6406,1.1491,0.96282,0.95818,1.6406,1.1491,0.8525,0.83406,3.268,2.5138, 2 ,,,252,ego_lat_2.4Eas_d3_m29,,,
ego_lat_2.5Var_d148_m97,E-government,Latvia,2.5,Variety: Choice Availability,Online Service Index (# services available online /180 total),Index 0-1,s2,11,11,0.035645,0.027947,0.015559,2049.4,123.28,2.6396,0.17728,1971.6,-30.748,0.69074,0.5582,0.065557,0.055364,0.69045,0.61307,0.065587,0.055063,0.6873,0.60912,0.065921,0.056317, 2 ,,,253,ego_lat_2.5Var_d148_m97,,,
ego_lat_2.5Var_d85_m97,E-government,Latvia,2.5,Variety: Choice Availability,"E-Participation Index (three components of citizen involvement: e-information, e-consultation and e-decision-making; indexed 0-1)",Index 0-1,s2,11,11,0.21306,0.0040173,0.032513,2011.8,20.625,0.78073,1554.5,1.58E+05,-65.017,0.81865,0.74093,0.097327,0.068658,-3.0494,-4.0618,0.45991,0.3991,0.79847,0.74809,0.1026,0.071347, 1 ,,,254,ego_lat_2.5Var_d85_m97,,,
ego_lat_2.9Int_d4_m29,E-government,Latvia,2.9,Inter-dependence with hardware,% households with a computer,%,s2,17,17,0.38698,0.077119,4.5145,2005.8,11.356,76.972,23.125,1999.3,-9017.9,0.99486,0.99367,1.6398,1.3195,0.83347,0.80968,9.3326,8.2691,0.93525,0.926,5.8192,5.0981, 1 ,,,255,ego_lat_2.9Int_d4_m29,,,
ego_lat_4.5Inf_d5_m29,E-government,Latvia,4.5,Physical Infrastructure dependence,% households with broadband internet connection (fixed or mobile),%,s2,18,18,0.39332,0.070106,4.6427,2008.5,11.173,83.355,0.28427,1937.3,-9284.9,0.98139,0.9774,3.4296,2.827,0.8143,0.78953,10.834,8.9326,0.91785,0.9069,7.2058,6.3463, 1 ,,,256,ego_lat_4.5Inf_d5_m29,,,
ego_por_1.1Ado_d34_m29,E-government,Portugal,1.1,Adoption over time,% people who interacted online with public authorities (in the past year),%,s2,16,16,0.20708,0.052511,2.2008,2010.2,21.221,57.044,1.0074,1945.6,-4395,0.83473,0.79342,4.5155,3.8397,0.80693,0.77723,4.8807,4.6019,0.83418,0.80867,4.5231,4.2818, 1 ,,,257,ego_por_1.1Ado_d34_m29,,,
ego_por_1.1Ado_d35_m29,E-government,Portugal,1.1,Adoption over time,% people who obtained information from public authorities' web sites (in the past year),%,s2,14,14,0.62867,0.042775,1.6138,2008.9,6.9901,39.532,1.7972,1946.1,-3217.1,0.91725,0.89242,2.3522,2.0647,0.56997,0.49178,5.3621,5.0103,0.63299,0.56626,4.9536,4.7276, 1 ,,,258,ego_por_1.1Ado_d35_m29,,,
ego_por_1.1Ado_d36_m29,E-government,Portugal,1.1,Adoption over time,% people who submitted completed public authorities' forms online (in the past year),%,s2,14,14,0.4573,0.045194,1.2965,2008.5,9.6095,31.711,2.1515,1958.9,-2584.9,0.90965,0.88254,1.7684,1.5005,0.7417,0.69474,2.99,2.5544,0.78924,0.75092,2.7009,2.2725, 1 ,,,259,ego_por_1.1Ado_d36_m29,,,
ego_por_2.2Rel_d111_m29,E-government,Portugal,2.2,Relative Advantge (profitability),"ICT service exports (% of service exports, BoP)",%,s2,31,31,0.042102,0.042098,0.16724,2281.8,104.38,4.57E+05,1.178,1976.1,-330.93,0.57599,0.52888,1.4162,1.0386,0.57599,0.54571,1.4162,1.0386,0.47306,0.43542,1.5787,1.2243, 4 ,,"use, ok (upward trend) but volatile",260,ego_por_2.2Rel_d111_m29,,,
ego_por_2.4Eas_d3_m29,E-government,Portugal,2.4,Ease of Use / Acccessibility,% households who can not afford a computer,%,s2,19,19,-0.1036,-0.1036,-0.85754,1890.3,-42.418,2.75E+06,11.023,2010.3,1736.1,0.92415,0.90897,1.4563,1.2379,0.92415,0.91466,1.4563,1.2379,0.78909,0.76273,2.4283,2.1627, 1 ,,,261,ego_por_2.4Eas_d3_m29,,,
ego_por_2.5Var_d148_m97,E-government,Portugal,2.5,Variety: Choice Availability,Online Service Index (# services available online /180 total),Index 0-1,s2,11,11,0.065564,0.0031659,0.023674,2017.9,67.025,1.5464,1554.8,1.58E+05,-47.001,0.72685,0.60978,0.091605,0.072506,-12.975,-16.468,0.65522,0.63134,0.71979,0.64974,0.09278,0.072654, 2 ,,,262,ego_por_2.5Var_d148_m97,,,
ego_por_2.5Var_d85_m97,E-government,Portugal,2.5,Variety: Choice Availability,"E-Participation Index (three components of citizen involvement: e-information, e-consultation and e-decision-making; indexed 0-1)",Index 0-1,s2,11,11,0.16257,0.0040118,0.032531,2012.2,27.031,0.9817,1554.5,1.58E+05,-64.962,0.74936,0.64194,0.12093,0.10012,-4.1027,-5.3784,0.54565,0.48927,0.71558,0.64448,0.12882,0.11287, 2 ,,,263,ego_por_2.5Var_d85_m97,,,
ego_por_2.9Int_d4_m29,E-government,Portugal,2.9,Inter-dependence with hardware,% households with a computer,%,s2,23,23,0.20112,0.065322,3.1109,2004.3,21.85,78.167,0.59234,1941.3,-6196.6,0.99349,0.99246,1.681,1.2073,0.91422,0.90564,6.1024,5.6203,0.98088,0.97897,2.8808,2.4172, 1 ,,,264,ego_por_2.9Int_d4_m29,,,
ego_por_4.5Inf_d5_m29,E-government,Portugal,4.5,Physical Infrastructure dependence,% households with broadband internet connection (fixed or mobile),%,s2,19,19,0.30674,0.071695,4.2606,2008.8,14.326,81.948,0.32254,1941.7,-8519.2,0.98886,0.98663,2.517,2.0021,0.86366,0.84661,8.8039,7.7528,0.95797,0.95272,4.888,4.4361, 1 ,,,265,ego_por_4.5Inf_d5_m29,,,
ego_swe_1.1Ado_d34_m29,E-government,Sweden,1.1,Adoption over time,% people who interacted online with public authorities (in the past year),%,s2,16,16,0.29597,0.018422,1.4876,2005.1,14.848,84.991,3.3692,1845.2,-2920.4,0.8481,0.81012,3.1901,2.3702,0.67697,0.62728,4.652,4.1122,0.70194,0.65609,4.4686,3.9451, 1 ,,,266,ego_swe_1.1Ado_d34_m29,,,
ego_swe_1.1Ado_d35_m29,E-government,Sweden,1.1,Adoption over time,% people who obtained information from public authorities' web sites (in the past year),%,s2,14,14,0.38644,0.025204,1.866,2006.3,11.372,78.937,2.2091,1876.5,-3687,0.8638,0.82294,3.1995,2.3792,0.73153,0.68272,4.492,3.5716,0.75281,0.70786,4.3103,3.58, 1 ,,,267,ego_swe_1.1Ado_d35_m29,,,
ego_swe_1.1Ado_d36_m29,E-government,Sweden,1.1,Adoption over time,% people who submitted completed public authorities' forms online (in the past year),%,s2,14,14,0.089628,0.072987,3.8789,2032.3,49.03,307.93,0.18441,1937.3,-7760.2,0.9016,0.87208,5.2056,3.8496,0.90079,0.88275,5.2269,3.9417,0.88784,0.86745,5.5577,4.0728, 1 ,,,268,ego_swe_1.1Ado_d36_m29,,,
ego_swe_2.2Rel_d111_m29,E-government,Sweden,2.2,Relative Advantge (profitability),"ICT service exports (% of service exports, BoP)",%,s2,33,33,0.15179,0.046544,0.71753,2004.5,28.951,24.73,6.2248,1991.4,-1426.1,0.96599,0.96247,1.294,1.0384,0.87074,0.86212,2.5227,2.0214,0.94809,0.94463,1.5986,1.2285, 1 ,,,269,ego_swe_2.2Rel_d111_m29,,,
ego_swe_2.4Eas_d3_m29,E-government,Sweden,2.4,Ease of Use / Acccessibility,% households who can not afford a computer,%,s2,20,20,-0.0034828,0.00051839,-0.003985,255.73,-1261.7,682.71,1556.1,1.57E+05,9.5187,0.0032692,-0.18362,0.45803,0.41582,-10.619,-11.986,1.5638,1.495,0.0025086,-0.11484,0.4582,0.416, 4 ,,"reversal, use partial fit to pre-minimum",270,ego_swe_2.4Eas_d3_m29,,,
ego_swe_2.5Var_d148_m97,E-government,Sweden,2.5,Variety: Choice Availability,Online Service Index (# services available online /180 total),Index 0-1,s2,11,11,3.479,0.0019284,0.010696,2003.1,1.2631,0.81428,1555.3,1.57E+05,-20.755,0.57001,0.38573,0.12476,0.096146,-16.166,-20.458,0.78831,0.76501,0.12468,-0.094152,0.17801,0.15288, 2 ,,,271,ego_swe_2.5Var_d148_m97,,,
ego_swe_2.5Var_d85_m97,E-government,Sweden,2.5,Variety: Choice Availability,"E-Participation Index (three components of citizen involvement: e-information, e-consultation and e-decision-making; indexed 0-1)",Index 0-1,s2,11,11,1.5173,0.002273,0.014231,2003.1,2.8963,0.6724,1555.1,1.57E+05,-28.009,0.40304,0.1472,0.13274,0.10162,-13.146,-16.682,0.64616,0.6229,0.27071,0.088387,0.14671,0.12085, 3 ,,"ok, volatile",272,ego_swe_2.5Var_d85_m97,,,
