Code,Innovation Name,Spatial Scale,Indicator Number,Indicator Name,Description,Metric,Category,slope_log,slope_exp,slope_lin,log_t0,log_Dt,log_K,exp_a,exp_c,lin_intercept,log_r2,log_r2adj,log_rmse,log_mae,exp_r2,exp_r2adj,exp_rmse,exp_mae,lin_r2,lin_r2adj,lin_rmse,lin_mae,n_data_points,n_non_zero_data_points,max_over_K,min_over_K,range_over_k,length_trimmed_series_years,n_data_points_beyond_max,n_data_points_beyond_min,suspected_reversal_up2down,suspected_reversal_down2up,at_least_one_big_jump,autocorr_l1,all_values_less_than_or_equal_to_1,all_values_less_than_or_equal_to_100,C1_R2,C2_threshold_non_zero_value_years,C3_pct_non_zero,C4_less_than_250_jump_in_second_half,C4_less_than_80_fall_in_second_half,C4_combined_less_than_80_fall_and_250_jump_in_second_half,C5_volatility_autocorrelation_lag1_threshold_0.7,C6_{K_COVERAGE_THRESHOLD}_of_k_covered_by_data,C7_lin_r2,use_log,use_lin
eat_glo_3.5Mar_d173_m11,eating less meat,Global,3.5,Market Formation,PrivateEquityDeals (meat substitutes),# deals,b1,1.3433,0.15691,1.2393,2018.3,3.2713,77.141,3.7386,2004.1,-2469.8,0.80213,0.78765,12.105,4.2164,0.62766,0.60993,16.605,7.8075,0.34979,0.31883,21.943,15.27,45,15,1.6204,0.012963,1.6075,15,3,14,1,0,1,0.87102,0,0,y,y,y,y,y,y,y,y,y,y,y
eat_glo_3.5Mar_d177_m27,eating less meat,Global,3.5,Market Formation,PrivateEquityInvestment (meat substitutes),$ million,b1,42.678,0.14341,16.609,2019,0.10297,1114.3,0.0057111,1939.4,-33100,0.64185,0.61565,259.01,87.811,0.42131,0.39375,329.24,153.09,0.24839,0.2126,375.22,225.93,45,15,2.075,0.0017108,2.0733,15,3,14,1,0,1,0.80045,0,0,m,y,y,m,y,m,y,y,m,m,m
eat_glo_3.5Mar_d202_m27,eating less meat,Global,3.5,Market Formation,TotalFundraisingAmount (meat substitutes),$ million,b1,0.43545,0.10196,27.56,2014.6,10.092,1278.3,0.010442,1908.1,-54894,0.52615,0.49148,422.52,210.04,0.4306,0.40349,463.17,288.76,0.34005,0.30862,498.64,369.31,45,18,2.1958,0.0014914,2.1944,31,3,14,0,1,1,0.68545,0,0,m,y,y,m,m,m,m,y,y,m,m
eat_glo_3.5Mar_d206_m11,eating less meat,Global,3.5,Market Formation,TotalFundraisingDeals (meat substitutes),# deals,b1,1.2659,0.15022,1.6888,2018,3.4714,101.75,0.62776,1989.5,-3365.3,0.80967,0.79574,15.846,5.7571,0.63389,0.61645,21.978,10.878,0.36461,0.33436,28.953,20.499,45,22,1.6216,0.0098278,1.6118,44,3,43,0,0,1,0.88739,0,0,y,y,y,m,m,m,y,y,y,m,m
eat_glo_3.5Mar_d76_m128,eating less meat,Global,3.5,Market Formation,CumulativeStartups (meat substitutes),cum. # companies,b1,0.32244,0.15475,5.4667,2019.6,13.629,433.41,0.0081602,1954.5,-10884,0.97802,0.97641,13.929,11.882,0.9637,0.96197,17.899,11.575,0.57108,0.55066,61.529,49.616,45,43,0.74757,0.0023073,0.74526,43,1,42,0,0,0,0.89685,0,0,y,y,y,y,y,y,y,y,y,y,y
eat_ind_1.1Ado_d223_m137,eating less meat,India,1.1,Adoption over time,per capita beef consumption,Kg/yr,b1,-0.068576,-0.0018826,-0.028146,2014.5,-64.082,2.6029,-1543.4,-1.5271e+05,58.102,0.71884,0.70126,0.27425,0.16951,-14.012,-14.625,2.004,1.9361,0.66707,0.65348,0.29843,0.22672,52,52,0.9596,0.32271,0.63688,52,39,8,1,1,0,0.97193,0,1,y,y,y,y,y,y,y,y,y,y,y
eat_ind_1.1Ado_d224_m137,eating less meat,India,1.1,Adoption over time,per capita other meat consumption,kg/yr,b1,-10.225,-0.02025,-0.0027626,2009.2,-0.42979,0.13646,4.7438e-06,2487.9,5.6176,0.98469,0.98374,0.0071571,0.0047079,0.3981,0.37353,0.044882,0.040528,0.51368,0.49383,0.040343,0.036767,52,40,1.1026,0.87572,0.2269,40,27,39,1,0,0,0.97881,1,1,y,y,y,y,y,y,y,y,y,y,y
eat_ind_1.1Ado_d225_m137,eating less meat,India,1.1,Adoption over time,per capita pig consumption,Kg/yr,b1,0.016693,-0.0052459,-0.0022499,292.67,263.24,0.37285,0.26071,2063.2,4.8626,-4.5408e-13,-0.0625,0.076874,0.067223,0.16784,0.13387,0.070127,0.063672,0.19295,0.16001,0.069061,0.062366,52,52,1.3087,0.61686,0.69179,52,29,0,1,0,0,0.98928,1,1,n,y,y,y,y,y,y,y,m,n,m
eat_ind_1.1Ado_d226_m137,eating less meat,India,1.1,Adoption over time,per capita poultry consumption,kg/yr,b1,0.086579,0.0064102,0.057363,2020.1,50.757,6.1502,1554.2,1.5752e+05,-113.44,0.98616,0.9853,0.10914,0.067554,-1.2202,-1.3108,1.3825,1.0249,0.86091,0.85523,0.34604,0.28993,52,52,0.52519,0.025925,0.49926,52,1,49,0,0,0,0.96117,0,1,y,y,y,y,y,y,y,y,y,y,y
eat_ind_1.1Ado_d227_m137,eating less meat,India,1.1,Adoption over time,per capita sheep & goat consumption,Kg/yr,b1,-0.079872,-0.0029837,-0.0019615,2039,-55.019,0.67194,0.052897,2829,4.551,0.56941,0.5425,0.030355,0.024189,0.3923,0.36749,0.036062,0.02983,0.405,0.38071,0.035683,0.029385,52,52,1.0574,0.759,0.29844,52,34,9,1,1,0,0.98045,1,1,m,y,y,y,y,y,y,y,y,m,y
eat_ind_1.1Ado_d228_m137,eating less meat,India,1.1,Adoption over time,per capita total meat consumption,kg/yr,b1,0.0055923,0.0027449,0.022242,3548.1,785.81,23954,1556.5,1.5729e+05,-40.309,0.50794,0.47718,0.33245,0.21638,-73.945,-77.004,4.1028,4.0754,0.49613,0.47556,0.33641,0.21617,52,52,0.0002534,0.00014935,0.00010406,52,1,49,0,0,0,0.97308,0,1,m,y,y,y,y,y,y,m,y,m,y
eat_ind_1.1Ado_d37_m38,eating less meat,India,1.1,Adoption over time,% poultry+pig in total meat consumption,% kg/yr,b1,0.052472,0.0020604,0.011395,2018.4,83.749,1.2774,1554.9,1.5746e+05,-22.408,0.94665,0.94331,0.041622,0.028549,-3.3607,-3.5387,0.37629,0.33034,0.90068,0.89663,0.056789,0.04913,52,52,0.53635,0.10409,0.43226,52,4,51,0,0,0,0.97957,1,1,y,y,y,y,y,y,y,y,y,y,y
eat_ind_1.1Ado_d38_m38,eating less meat,India,1.1,Adoption over time,% red in total meat consumption,% kg/yr,b1,-0.077646,-0.036062,-0.011395,2012.3,-56.596,0.91215,-1544.4,-1.5261e+05,23.408,0.95416,0.9513,0.03858,0.022405,-13.81,-14.415,0.69348,0.66966,0.90068,0.89663,0.056789,0.04913,52,52,0.95054,0.34518,0.60536,52,51,4,0,0,0,0.97941,1,1,y,y,y,y,y,y,y,y,y,y,y
eat_ind_2.4Eas_d210_m103,eating less meat,India,2.4,Ease of Use,Vegetable consumption per capita,Kg/year,b1,0.016109,0.016109,0.92102,2708.4,272.79,5.7115e+06,5.369,1846.9,-1777.3,0.90736,0.90157,4.5434,3.6454,0.90736,0.90358,4.5434,3.6454,0.85753,0.85171,5.6344,4.6362,52,52,1.5889e-05,7.501e-06,8.3878e-06,52,0,51,0,0,0,0.97363,0,1,y,y,y,y,y,y,y,m,y,m,y
eat_ind_3.5Mar_d128_m8,eating less meat,India,3.5,Market Formation,NewStartups (meat substitutes),# companies,b1,5.7404,0.0034551,0.025955,2015.8,0.76553,1.2504,1554.6,1.5751e+05,-51.696,0.61311,0.5848,0.38005,0.13375,-0.19048,-0.24717,0.66667,0.26667,0.30436,0.27123,0.50961,0.34212,45,9,2.3993,0.79976,1.5995,14,5,13,1,0,1,0.75,0,1,m,y,y,y,y,y,y,y,y,m,y
eat_ind_3.5Mar_d173_m11,eating less meat,India,3.5,Market Formation,PrivateEquityDeals (meat substitutes),# deals,b1,1.6788,0.0037,0.028458,2016.6,2.6176,1.4988,1554.5,1.5751e+05,-56.707,0.58412,0.55369,0.45904,0.18476,-0.14035,-0.19465,0.76012,0.26667,0.26961,0.23483,0.60833,0.40128,45,7,2.0016,0.66721,1.3344,8,5,7,1,0,1,0.57692,0,1,m,y,y,y,y,y,m,y,m,m,m
eat_ind_3.5Mar_d177_m27,eating less meat,India,3.5,Market Formation,PrivateEquityInvestment (meat substitutes),$ million,b1,39.442,0.17859,0.024204,2020,0.11142,2.1588,0.0088592,1994.1,-48.247,0.60352,0.5745,0.49572,0.11926,0.33169,0.29986,0.6436,0.25034,0.15943,0.1194,0.72179,0.3942,45,5,2.1524,0.18114,1.9713,6,2,5,1,0,1,0.51187,0,1,m,n,y,m,y,m,m,y,m,n,n
eat_ind_3.5Mar_d202_m27,eating less meat,India,3.5,Market Formation,TotalFundraisingAmount (meat substitutes),$ million,b1,0.17186,0.17154,0.035617,2057.9,25.569,893.13,0.013124,1993.1,-70.995,0.26859,0.21507,1.0851,0.40386,0.26848,0.23365,1.0851,0.40396,0.13292,0.091631,1.1814,0.59804,45,5,0.008787,0.00043784,0.0083491,6,2,5,1,0,1,0.46572,0,1,n,n,y,m,y,m,m,m,m,n,n
eat_ind_3.5Mar_d206_m11,eating less meat,India,3.5,Market Formation,TotalFundraisingDeals (meat substitutes),# deals,b1,348.53,0.13403,0.038603,2017.2,0.012609,2.1429,6.1492,2031.1,-76.929,0.54758,0.51447,0.69693,0.26984,0.37481,0.34504,0.81926,0.40652,0.23412,0.19765,0.90677,0.54762,45,7,2.3333,0.46667,1.8667,8,2,7,1,0,1,0.61111,0,1,m,y,y,m,y,m,m,y,m,m,m
eat_ind_3.5Mar_d76_m128,eating less meat,India,3.5,Market Formation,CumulativeStartups (meat substitutes),cum. # companies,b1,0.61794,0.019222,0.19183,2018.4,7.1114,12.376,1551.1,1.5785e+05,-382.29,0.9926,0.99205,0.30633,0.15366,-0.24318,-0.30238,3.9693,1.7556,0.48974,0.46545,2.543,2.1012,45,15,0.96961,0.080801,0.88881,15,1,14,0,0,0,0.88434,0,1,y,y,y,y,y,y,y,y,y,y,y
eat_ind_4.1Kso_d213_m100,eating less meat,India,4.1,Knowledge Flows (social networks),annualised Google search frequency (index 100=monthly max.),Index 0-100,b1,-0.32573,-0.085055,-3.0034,2014.6,-13.491,62.743,62.1,2005.6,6083.2,0.59316,0.52136,15.598,11.626,0.54696,0.49663,16.46,11.283,0.55308,0.50342,16.348,12.123,21,20,1.5938,0.042746,1.5511,21,14,6,1,1,1,0.8376,0,1,m,y,y,m,m,m,y,y,y,m,m
eat_ind_4.5Inf_d120_m103,eating less meat,India,4.5,Physical Infrastructure Dependence,Meat supply/person,Kg/year,b1,0.0055859,0.0027422,0.022213,3550.8,786.7,24097,1556.5,1.5729e+05,-40.251,0.50631,0.47545,0.33317,0.21664,-73.904,-76.962,4.1038,4.0763,0.49434,0.47371,0.33718,0.21637,52,52,0.00025232,0.00014887,0.00010344,52,1,49,0,0,0,0.97304,0,1,m,y,y,y,y,y,y,m,y,m,y
eat_jap_1.1Ado_d223_m137,eating less meat,Japan,1.1,Adoption over time,per capita beef consumption,Kg/yr,b1,0.1564,0.014529,0.12886,1978.4,28.097,9.6035,10.432,2017.6,-249.42,0.85775,0.84886,0.92836,0.74248,0.53895,0.52013,1.6714,1.3799,0.61731,0.60169,1.5227,1.2704,52,52,1.1789,0.2981,0.88084,52,21,51,1,0,0,0.98385,0,1,y,y,y,y,y,y,y,y,y,y,y
eat_jap_1.1Ado_d224_m137,eating less meat,Japan,1.1,Adoption over time,per capita other meat consumption,kg/yr,b1,-0.093814,-0.071676,-0.031119,1967.6,-46.842,4.2039,0.72639,1983.8,62.628,0.98498,0.98404,0.064265,0.051651,0.98123,0.98047,0.071823,0.053247,0.79349,0.78506,0.23826,0.19858,52,52,0.41726,0.021408,0.39585,52,48,8,0,1,0,0.94541,0,1,y,y,y,y,y,y,y,y,y,y,y
eat_jap_1.1Ado_d225_m137,eating less meat,Japan,1.1,Adoption over time,per capita pig consumption,Kg/yr,b1,0.058755,0.015572,0.26498,1979.2,74.792,23.522,6.8306,1941.3,-512.48,0.97011,0.96824,0.70471,0.55941,0.91251,0.90894,1.2056,0.93568,0.95204,0.95009,0.89258,0.70753,52,52,0.94251,0.29695,0.64556,52,2,51,0,0,0,0.9811,0,1,y,y,y,y,y,y,y,y,y,y,y
eat_jap_1.1Ado_d226_m137,eating less meat,Japan,1.1,Adoption over time,per capita poultry consumption,kg/yr,b1,0.058183,0.020182,0.29304,1986.6,75.528,22.996,7.985,1969.9,-570.79,0.93134,0.92705,1.191,0.8883,0.90054,0.89648,1.4334,1.1896,0.93627,0.93367,1.1474,0.91426,52,52,1.1076,0.20235,0.90521,52,0,51,0,0,0,0.96855,0,1,y,y,y,y,y,y,y,y,y,y,y
eat_jap_1.1Ado_d227_m137,eating less meat,Japan,1.1,Adoption over time,per capita sheep & goat consumption,Kg/yr,b1,-0.071999,-0.049943,-0.022683,1972.5,-61.035,2.3373,0.57941,1987,45.755,0.92941,0.92499,0.09866,0.067897,0.92156,0.91836,0.104,0.068642,0.84052,0.83401,0.14829,0.1243,52,52,0.59011,0.051341,0.53877,52,49,0,0,0,0,0.9572,0,1,y,y,y,y,y,y,y,y,y,y,y
eat_jap_1.1Ado_d228_m137,eating less meat,Japan,1.1,Adoption over time,per capita total meat consumption,kg/yr,b1,0.071994,0.015427,0.63308,1977.5,61.039,52.862,6.3403,1879.4,-1224.3,0.97337,0.9717,1.5995,1.1362,0.89384,0.88951,3.1933,2.6034,0.93979,0.93733,2.405,2.0111,52,52,1.0815,0.32661,0.75488,52,0,51,0,0,0,0.97826,0,1,y,y,y,y,y,y,y,y,y,y,y
eat_jap_1.1Ado_d37_m38,eating less meat,Japan,1.1,Adoption over time,% poultry+pig in total meat consumption,% kg/yr,b1,0.0025228,0.0011112,0.0019324,4302.5,1741.9,259.72,1555.3,1.5741e+05,-3.0873,0.60368,0.57891,0.023508,0.019095,-423.95,-441.3,0.76976,0.76886,0.60324,0.58705,0.023521,0.01914,52,52,0.0031929,0.0025954,0.00059759,52,0,51,0,0,0,0.98136,1,1,m,y,y,y,y,y,y,m,y,m,y
eat_jap_1.1Ado_d38_m38,eating less meat,Japan,1.1,Adoption over time,% red in total meat consumption,% kg/yr,b1,-0.019391,-0.0083265,-0.0019324,2009.3,-226.63,0.40892,0.11348,2080,4.0873,0.60172,0.57683,0.023566,0.019128,0.6004,0.58409,0.023605,0.019369,0.60324,0.58705,0.023521,0.01914,52,52,0.79705,0.41749,0.37956,52,51,0,0,0,0,0.97508,1,1,m,y,y,y,y,y,y,y,y,m,y
eat_jap_2.4Eas_d210_m103,eating less meat,Japan,2.4,Ease of Use,Vegetable consumption per capita,Kg/year,b1,-0.0023221,-0.0023208,-0.26281,-1223.5,-1892.5,2.0419e+05,207.8,1743.4,640.27,0.38838,0.35016,5.0061,4.0772,0.38839,0.36343,5.0061,4.0772,0.37969,0.35437,5.0416,4.1133,52,52,0.00062992,0.00048983,0.00014009,52,50,12,0,1,0,0.97896,0,0,m,y,y,y,y,y,y,m,y,m,y
eat_jap_3.5Mar_d128_m8,eating less meat,Japan,3.5,Market Formation,NewStartups (meat substitutes),# companies,b1,239.15,0.11948,0.0094862,2017.1,0.018375,0.57143,5.6626,2043.7,-18.902,0.52962,0.4952,0.19518,0.07619,0.27421,0.23965,0.24245,0.13407,0.18741,0.14871,0.25653,0.16796,45,4,1.75,1.75,0,5,4,4,0,0,1,0.5,1,1,m,n,m,m,y,m,m,m,m,n,n
eat_jap_3.5Mar_d173_m11,eating less meat,Japan,3.5,Market Formation,PrivateEquityDeals (meat substitutes),# deals,b1,195.35,0.0015149,0.0054018,2021.1,0.022495,0.66667,1555,1.5747e+05,-10.77,0.65116,0.62564,0.12172,0.02963,-0.046512,-0.096346,0.21082,0.044444,0.11589,0.073788,0.19377,0.099538,45,2,1.5,1.5,0,2,1,1,0,0,0,0.5,1,1,m,n,m,y,y,y,m,m,m,n,n
eat_jap_3.5Mar_d177_m27,eating less meat,Japan,3.5,Market Formation,PrivateEquityInvestment (meat substitutes),$ million,b1,0.31313,0.0015908,0.0061954,2046.9,14.034,945.27,1554.9,1.5747e+05,-12.353,0.30261,0.25158,0.22951,0.069478,-0.033396,-0.082605,0.27938,0.050223,0.085714,0.042176,0.26279,0.11319,45,2,0.0019278,0.00046311,0.0014647,2,0,1,0,0,1,0.22712,0,1,m,n,m,m,y,m,m,m,m,n,n
eat_jap_3.5Mar_d202_m27,eating less meat,Japan,3.5,Market Formation,TotalFundraisingAmount (meat substitutes),$ million,b1,0.31313,0.0015908,0.0061954,2046.9,14.034,945.27,1554.9,1.5747e+05,-12.353,0.30261,0.25158,0.22951,0.069478,-0.033396,-0.082605,0.27938,0.050223,0.085714,0.042176,0.26279,0.11319,45,2,0.0019278,0.00046311,0.0014647,2,0,1,0,0,1,0.22712,0,1,m,n,m,m,y,m,m,m,m,n,n
eat_jap_3.5Mar_d206_m11,eating less meat,Japan,3.5,Market Formation,TotalFundraisingDeals (meat substitutes),# deals,b1,34.051,0.4362,0.0083004,2021.5,0.12906,1,0.032478,2015.7,-16.551,1,1,2.4739e-08,3.9e-09,0.81452,0.80568,0.10743,0.040911,0.18676,0.14803,0.22495,0.13977,45,3,1,1,0,3,2,2,0,0,0,0.66667,1,1,y,n,m,y,y,y,m,m,m,n,n
eat_jap_3.5Mar_d76_m128,eating less meat,Japan,3.5,Market Formation,CumulativeStartups (meat substitutes),cum. # companies,b1,0.84614,0.24838,0.052042,2019.7,5.1935,4.2115,6.3303,2025,-103.74,0.98686,0.9859,0.12913,0.052914,0.9192,0.91535,0.32023,0.16798,0.35994,0.32946,0.90129,0.68068,45,7,0.94978,0.23745,0.71234,7,2,6,1,0,0,0.84848,0,1,y,y,y,y,y,y,y,y,y,y,y
eat_jap_4.1Kso_d213_m100,eating less meat,Japan,4.1,Knowledge Flows (social networks),annualised Google search frequency (index 100=monthly max.),Index 0-100,b1,0.02375,0.023723,1.0299,2299.3,185.03,38722,3.3799,1905.7,-2029.5,0.052157,-0.11511,26.924,23.457,0.052159,-0.053157,26.924,23.457,0.05085,-0.054611,26.942,23.51,21,20,0.0025825,0.00027558,0.002307,21,5,2,1,0,1,0.77932,0,1,n,y,y,m,m,m,y,m,m,n,m
eat_jap_4.5Inf_d120_m103,eating less meat,Japan,4.5,Physical Infrastructure Dependence,Meat supply/person,Kg/year,b1,0.071994,0.015428,0.63313,1977.5,61.039,52.865,6.9457,1885.3,-1224.4,0.97336,0.9717,1.5998,1.1375,0.89383,0.8895,3.1938,2.6038,0.93978,0.93732,2.4054,2.0108,52,52,1.0814,0.3266,0.75484,52,0,51,0,0,0,0.97826,0,1,y,y,y,y,y,y,y,y,y,y,y
eat_uki_1.1Ado_d223_m137,eating less meat,UK,1.1,Adoption over time,per capita beef consumption,Kg/yr,b1,-0.0056966,-0.0056956,-0.11265,483.61,-771.42,1.1197e+05,28.656,1935.4,245.23,0.48021,0.44772,1.7876,1.3376,0.48021,0.45899,1.7876,1.3375,0.46498,0.44315,1.8136,1.3623,52,52,0.00022183,0.00013719,8.4639e-05,52,46,25,0,1,0,0.97758,0,1,m,y,y,y,y,y,y,m,y,m,y
eat_uki_1.1Ado_d224_m137,eating less meat,UK,1.1,Adoption over time,per capita other meat consumption,kg/yr,b1,0.053516,0.0028923,0.020179,2042.9,82.114,5.9112,1554.8,1.5746e+05,-39.704,0.61,0.58563,0.27535,0.22241,-1.626,-1.7332,0.71449,0.56222,0.47179,0.45023,0.32045,0.2587,52,52,0.27406,0.020356,0.2537,52,9,33,1,1,1,0.93747,0,1,m,y,y,y,y,y,y,y,y,m,y
eat_uki_1.1Ado_d225_m137,eating less meat,UK,1.1,Adoption over time,per capita pig consumption,Kg/yr,b1,-0.00080626,-0.00080284,-0.020233,-4753.7,-5450.4,5946.9,40.683,1421.2,66.03,0.078297,0.020691,1.0512,0.82209,0.078303,0.040683,1.0512,0.82209,0.076919,0.039242,1.0519,0.8219,52,52,0.0048856,0.0040012,0.00088439,52,50,46,0,0,0,0.97902,0,1,n,y,y,y,y,y,y,m,m,n,m
eat_uki_1.1Ado_d226_m137,eating less meat,UK,1.1,Adoption over time,per capita poultry consumption,kg/yr,b1,0.07404,0.021026,0.51647,1985.5,59.352,36.079,5.8645,1932.4,-1007.5,0.96062,0.95815,1.5891,1.4173,0.88601,0.88136,2.7035,2.3784,0.93705,0.93448,2.009,1.7471,52,52,0.95595,0.29221,0.66374,52,3,51,0,0,0,0.97857,0,1,y,y,y,y,y,y,y,y,y,y,y
eat_uki_1.1Ado_d227_m137,eating less meat,UK,1.1,Adoption over time,per capita sheep & goat consumption,Kg/yr,b1,-0.030538,-0.014031,-0.090678,1999,-143.9,12.176,5.292,2007.4,187.34,0.8638,0.85529,0.539,0.42473,0.85809,0.8523,0.5502,0.46013,0.86826,0.86289,0.53011,0.42048,52,52,0.83793,0.29895,0.53898,52,50,0,0,0,0,0.97355,0,1,y,y,y,y,y,y,y,y,y,y,y
eat_uki_1.1Ado_d228_m137,eating less meat,UK,1.1,Adoption over time,per capita total meat consumption,kg/yr,b1,0.0041358,0.0041322,0.31308,3698.1,1062.5,86976,20.82,1682.1,-548.59,0.74769,0.73192,2.7369,2.1483,0.7477,0.7374,2.7369,2.1484,0.74368,0.73321,2.7586,2.1832,52,52,0.00098631,0.00077362,0.00021268,52,15,45,1,1,0,0.9798,0,1,y,y,y,y,y,y,y,m,y,m,y
eat_uki_1.1Ado_d37_m38,eating less meat,UK,1.1,Adoption over time,% poultry+pig in total meat consumption,% kg/yr,b1,-0.015406,0.0060389,0.0039166,4429.9,-285.24,0.6369,0.1527,1759.7,-7.1787,-1.9096e-14,-0.0625,0.062657,0.057638,0.8644,0.85887,0.023072,0.017446,0.88012,0.87523,0.021694,0.016436,52,52,1.1435,0.80481,0.33866,52,2,46,0,0,0,0.98105,1,1,n,y,y,y,y,y,y,y,y,n,y
eat_uki_1.1Ado_d38_m38,eating less meat,UK,1.1,Adoption over time,% red in total meat consumption,% kg/yr,b1,-0.01104,0.00059214,-0.0039166,1083.3,-398.04,8467.6,1555.2,1.5742e+05,8.1787,0.9008,0.8946,0.019734,0.015046,-33.582,-34.993,0.36846,0.3631,0.88012,0.87523,0.021694,0.016436,52,52,5.7563e-05,3.2089e-05,2.5473e-05,52,46,2,0,0,0,0.97774,1,1,y,y,y,y,y,y,y,m,y,m,y
eat_uki_2.4Eas_d210_m103,eating less meat,UK,2.4,Ease of Use,Vegetable consumption per capita,Kg/year,b1,0.014386,0.014386,1.2725,2751.3,305.47,4.9363e+06,7.613,1821.1,-2443.4,0.75166,0.73613,11.419,9.0466,0.75166,0.74152,11.419,9.0466,0.6947,0.68224,12.661,9.9311,52,52,3.4461e-05,1.3314e-05,2.1147e-05,52,0,45,0,1,0,0.96151,0,0,y,y,y,y,y,y,y,m,y,m,y
eat_uki_3.5Mar_d128_m8,eating less meat,UK,3.5,Market Formation,NewStartups (meat substitutes),# companies,b1,36.353,0.0059828,0.052701,2015,0.12088,2.4444,1554,1.5756e+05,-104.95,0.67406,0.65021,0.68673,0.27901,-0.21331,-0.27109,1.325,0.55556,0.32376,0.29156,0.98917,0.75187,45,9,1.6364,0.40909,1.2273,23,6,22,1,0,1,0.81013,0,1,m,y,y,m,m,m,y,y,y,m,m
eat_uki_3.5Mar_d173_m11,eating less meat,UK,3.5,Market Formation,PrivateEquityDeals (meat substitutes),# deals,b1,0.72868,0.012025,0.11594,2019,6.0307,8.2877,1552.7,1.577e+05,-231.09,0.80475,0.79046,1.139,0.37709,-0.15728,-0.21239,2.7729,1.0222,0.34126,0.30989,2.092,1.3609,45,9,1.5686,0.12066,1.4479,9,2,8,1,0,1,0.8237,0,1,y,y,y,y,y,y,y,y,y,y,y
eat_uki_3.5Mar_d177_m27,eating less meat,UK,3.5,Market Formation,PrivateEquityInvestment (meat substitutes),$ million,b1,66.762,0.22798,0.8062,2021,0.065822,83.211,3.4153,2010.5,-1607.2,0.51553,0.48008,20.504,5.3484,0.32307,0.29083,24.237,7.8194,0.12633,0.084726,27.534,12.438,45,9,2.3373,0.0040499,2.3332,9,2,8,1,0,1,0.29216,0,0,m,y,y,m,m,m,m,y,m,m,m
eat_uki_3.5Mar_d202_m27,eating less meat,UK,3.5,Market Formation,TotalFundraisingAmount (meat substitutes),$ million,b1,67.871,0.22171,0.84659,2021,0.064747,84.733,4.9599,2011.7,-1687.7,0.50749,0.47146,21.117,5.7125,0.33255,0.30076,24.583,7.9245,0.13351,0.092248,28.01,12.654,45,9,2.3401,0.0039772,2.3361,9,2,8,1,0,1,0.29948,0,0,m,y,y,m,m,m,m,y,m,m,m
eat_uki_3.5Mar_d206_m11,eating less meat,UK,3.5,Market Formation,TotalFundraisingDeals (meat substitutes),# deals,b1,0.85474,0.016269,0.16061,2018.5,5.1413,10.743,1551.8,1.5779e+05,-320.11,0.79908,0.78438,1.6078,0.49053,-0.15721,-0.21232,3.8586,1.4222,0.33815,0.30663,2.9181,1.9444,45,9,1.6756,0.093088,1.5825,9,2,8,1,0,1,0.83582,0,1,y,y,y,y,y,y,y,y,y,y,y
eat_uki_3.5Mar_d76_m128,eating less meat,UK,3.5,Market Formation,CumulativeStartups (meat substitutes),cum. # companies,b1,0.5323,0.18013,0.40777,2018.5,8.2556,27.35,0.083439,1991.3,-812.47,0.99258,0.99203,0.64256,0.44059,0.9478,0.94532,1.7037,0.96541,0.50433,0.48073,5.2502,4.1691,45,25,0.91407,0.036563,0.8775,25,2,24,0,0,1,0.88941,0,1,y,y,y,y,y,y,y,y,y,y,y
eat_uki_4.1Kso_d213_m100,eating less meat,UK,4.1,Knowledge Flows (social networks),annualised Google search frequency (index 100=monthly max.),Index 0-100,b1,0.75873,0.073949,3.8873,2013.4,5.7919,77.491,0.22506,1943.3,-7783.5,0.77406,0.73419,14.583,11.281,0.52808,0.47565,21.076,17.605,0.58866,0.54296,19.677,16.872,21,20,1.2905,0.0092012,1.2813,21,5,15,1,1,1,0.95608,0,1,y,y,y,y,y,y,y,y,y,y,y
eat_uki_4.5Inf_d120_m103,eating less meat,UK,4.5,Physical Infrastructure Dependence,Meat supply/person,Kg/year,b1,0.0041349,0.0041313,0.31301,3698.6,1062.8,87033,22.702,1703,-548.45,0.74772,0.73196,2.7361,2.1476,0.74772,0.73743,2.7361,2.1477,0.74371,0.73325,2.7578,2.1829,52,52,0.00098555,0.000773,0.00021254,52,15,45,1,1,0,0.9798,0,1,y,y,y,y,y,y,y,m,y,m,y
eat_usa_1.1Ado_d223_m137,eating less meat,US,1.1,Adoption over time,per capita beef consumption,Kg/yr,b1,-0.0092294,-0.0092277,-0.41287,1065.2,-476.14,2.3948e+05,90.943,1918.5,869.02,0.89365,0.887,2.1469,1.6393,0.89365,0.88931,2.1469,1.6393,0.88602,0.88137,2.2225,1.6615,52,52,0.00025502,0.00014519,0.00010983,52,45,6,1,1,0,0.97889,0,1,y,y,y,y,y,y,y,m,y,m,y
eat_usa_1.1Ado_d224_m137,eating less meat,US,1.1,Adoption over time,per capita other meat consumption,kg/yr,b1,-0.0085031,0.00028197,-0.0067266,807.55,-516.8,21002,1555.6,1.5739e+05,14.292,0.55847,0.53087,0.094059,0.08208,-37.709,-39.289,0.8807,0.86925,0.50864,0.48859,0.099225,0.086333,52,52,5.6373e-05,3.0721e-05,2.5652e-05,52,51,24,0,1,0,0.97126,0,1,m,y,y,y,y,y,y,m,y,m,y
